District_C11ID,Area.Other.Kharif.Pulses,Prod.Other.Kharif.Pulses,Yield.Other.Kharif.Pulses,Area.Moong,Prod.Moong,Yield.Moong,Area.Moth,Prod.Moth,Yield.Moth,Area.Other.Rabi.Pulses,Prod.Other.Rabi.Pulses,Yield.Other.Rabi.Pulses,Area.Peas...Beans..Pulses.,Prod.Peas...Beans..Pulses.,Yield.Peas...Beans..Pulses.,Area.Urad,Prod.Urad,Yield.Urad,Area.Gram,Prod.Gram,Yield.Gram,Area.Masoor,Prod.Masoor,Yield.Masoor,Area.HorseGram,Prod.HorseGram,Yield.HorseGram,Area.Arhar..Tur.,Prod.Arhar..Tur.,Yield.Arhar..Tur.,areaTot,prodTot,yieldTot,diversity,dominant_pulses
114,14.75,0.75,0.2825,2252.5,533.6,0.201,1032.9,266.8,0.199,9.666666667,5,0.296666667,NA,NA,NA,2.666666667,0.666666667,0.193333333,30518.6,16652,0.625,2,1,0.676666667,NA,NA,NA,14.33333333,2.666666667,0.173333333,33847.41667,17462.48333,0.515917758,1.221990087,Area.Gram
115,1.25,1,0.833333333,48558,7053.9,0.137,212710,50675.5,0.224,NA,NA,NA,4,5,1.25,11,4,0.36,525.5555556,416.4444444,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,261809.8056,58155.84444,0.222130124,1.439895944,Area.Moth
116,297.4444444,110.5555556,0.357777778,77835.9,20026.8,0.25,25062,9490.9,0.31,37.66666667,38.33333333,1.036666667,2,4,2,29.66666667,9.4,0.346,3768,2862.2,0.684,2,2,1,NA,NA,NA,2.333333333,0.666666667,0.283333333,107037.0111,32544.85556,0.304052357,1.70977912,Area.Moong
117,2363.444444,1275.555556,0.516666667,7167.2,2123.9,0.267,26,8.375,0.2275,102,155.6666667,0.781666667,6,6,1,899.6,292.9,0.317,2731.8,1984.4,0.687,6,6,1,NA,NA,NA,617.125,541.1428571,0.771428571,13919.16944,6393.940079,0.459362184,2.952565021,Area.Moong
118,1598.111111,302.3333333,0.181111111,64868,16075.5,0.244,2853.9,444.8,0.14,29.75,30.5,0.6725,30.33333333,32.5,1.066666667,106.3,38.2,0.33,10102.6,7591.4,0.786,6,7.333333333,1.09,NA,NA,NA,108.625,40,0.351428571,79703.61944,24562.56667,0.308173792,1.470305711,Area.Moong
119,1689.555556,437.125,0.24375,73493.8,20969.6,0.282,2042.4,354.6666667,0.173333333,15.66666667,15.33333333,0.86,136.3333333,250.1666667,1.676666667,8304.5,2539,0.295,12380.9,6089.6,0.49,5.25,4.75,0.92375,NA,NA,NA,26.83333333,6,0.346,98095.23889,30666.24167,0.312617024,1.708985724,Area.Moong
120,77.55555556,26.77777778,0.311111111,50193.1,13877.2,0.266,60.8,11.8,0.199,148.25,130.75,0.75625,54.83333333,189.8333333,3.193333333,12944.3,4364.7,0.361,18160,11148.9,0.625,110.5,94.8,0.783,NA,NA,NA,14.375,5.8,0.306,81763.71389,29850.56111,0.365083234,2.216073047,Area.Moong
121,11.57142857,5,0.428333333,155.7,48.8,0.277,145.3333333,21.33333333,0.153333333,280.1428571,384.7142857,1.047142857,1206,2254.833333,2.048333333,12404,5049.4,0.455,10495.9,9488.6,0.943,4102.3,3646.8,0.877,NA,NA,NA,208.6666667,106.7777778,0.543333333,29009.61429,21006.25873,0.724113686,2.979240064,Area.Urad
122,1309.222222,395.5555556,0.311111111,15694.9,4499.6,0.276,14.8,3.2,0.308,82.71428571,76.14285714,0.824285714,75.5,80.16666667,1.061666667,35296.7,10234.5,0.304,16937.8,14993.4,0.785,3590.4,3077.8,0.875,NA,NA,NA,174.125,52.71428571,0.482857143,73176.16151,33413.07937,0.456611534,2.985269925,Area.Urad
123,576.4444444,242.8888889,0.382222222,746.4,215.9,0.279,14.6,3.666666667,0.253333333,3,3,1,5.833333333,5.333333333,1.133333333,1490.1,304.7,0.197,732.8,482.7,0.664,1,1,1,NA,NA,NA,7.333333333,4.4,0.522,3577.511111,1263.588889,0.353203344,3.509244273,Area.Urad
124,253.5555556,61,0.284444444,34.5,9.1,0.272,18,10,0.56,1100.375,1111.75,0.9075,NA,NA,NA,12425.4,4111.4,0.337,10577.2,9779.1,0.902,3,2,0.67,NA,NA,NA,1982.666667,681.5555556,0.35,26394.69722,15765.90556,0.59731337,2.566273846,Area.Urad
125,100.1111111,28.66666667,0.303333333,58.1,17.8,0.287,10.16666667,1.833333333,0.166666667,3896.25,2363,0.58125,8.833333333,6.666666667,0.793333333,19706.6,6408.2,0.326,12965.6,12368.7,0.933,19.3,17.5,0.943,NA,NA,NA,6706.444444,2976.666667,0.445555556,43471.40556,24189.03333,0.556435501,3.064672968,Area.Urad
126,152.1111111,44.88888889,0.306666667,936.4,275.1,0.277,13.66666667,6,0.295,185,204.7142857,1.054285714,243.8333333,282.8333333,1.181666667,14108.1,4696.9,0.314,19859.6,16414.4,0.806,1560.7,1261.7,0.809,NA,NA,NA,309.7777778,206.4444444,0.584444444,37369.18889,23392.98095,0.625996487,2.339248939,Area.Gram
127,7,1.857142857,0.538571429,382.9,109.7,0.279,5.5,1.5,0.32,56.66666667,89.83333333,1.411666667,317.5,644.8333333,1.976666667,6998.1,2330.5,0.353,6693.3,6700.5,1.058,79.3,109,1.107,NA,NA,NA,88.66666667,35,0.507777778,14628.93333,10022.72381,0.685130186,2.275723531,Area.Urad
128,4.666666667,1.5,0.391666667,203,54.8,0.277,2.333333333,1,0.5,66.14285714,117.7142857,2.178571429,208.8333333,339.8333333,1.81,1858.3,661.2,0.448,6998.1,8604.9,1.225,126.9,133.4,1.011,NA,NA,NA,94,39.22222222,0.5,9562.27619,9953.569841,1.040920555,1.740305598,Area.Gram
129,83.33333333,26.22222222,0.31,279.7,81.9,0.28,15,8,0.53,253,130.25,0.54875,50.66666667,119,2.39,14668.4,7317.7,0.491,19779.7,16885.8,0.816,3374.1,3248.8,0.994,NA,NA,NA,627.4444444,490.6666667,0.812222222,39131.34444,28308.33889,0.72341851,2.476453226,Area.Gram
130,286.4444444,126.5555556,0.436666667,234.5,68.3,0.28,23.6,6.4,0.238,1708.75,2556.5,1.19875,12,33.2,2.54,9832,2337.1,0.231,9062.9,9019.9,0.92,3,2,0.67,NA,NA,NA,3424.888889,2575.333333,0.728888889,24588.08333,16725.28889,0.680219302,3.122930697,Area.Urad
132,3177,1351,0.43,48.375,29.125,0.62875,NA,NA,NA,182,173,0.955,139.1428571,167,1.211428571,3698,2009.625,0.54625,46.27272727,40.90909091,0.901818182,3018.888889,1557.222222,0.512222222,NA,NA,NA,8.285714286,6.285714286,0.757142857,10317.96519,5334.167027,0.516978584,3.23202199,Area.Urad
133,4210,2311,0.55,139.75,78.125,0.59125,NA,NA,NA,141,134.5,0.955,234.1428571,281,1.212857143,3745.5,1971.875,0.53375,99.54545455,90.54545455,0.9,677.8888889,360,0.511111111,NA,NA,NA,127.625,92.375,0.72,9375.452201,5319.420455,0.567377481,2.71857089,Area.Other.Kharif.Pulses
134,4096,3355,0.82,24.625,11.625,0.46875,2,1,0.5,135.5,129,0.95,195.2857143,231.8571429,1.212857143,2605.625,1925.25,0.7675,167.8181818,150.0909091,0.891818182,1881,1514.222222,0.785555556,NA,NA,NA,132.375,122.375,0.81625,9240.228896,7440.420274,0.805220342,3.138178116,Area.Other.Kharif.Pulses
135,12921,10466,0.81,164.25,48.5,0.3075,10.5,4,0.435,258.5,247,0.955,330.4285714,397.7142857,1.212857143,13145.875,10678,0.79625,50.54545455,45.81818182,0.890909091,2621.444444,2222.444444,0.815555556,NA,NA,NA,1737.125,1311.5,0.8175,31239.66847,25420.97691,0.813740291,2.789437835,Area.Urad
136,2692,2206,0.82,35.625,19.5,0.51125,NA,NA,NA,782,748.5,0.955,930.7142857,1141.857143,1.214285714,2449.75,2201.125,0.8175,53.22222222,48.22222222,0.896666667,2233.555556,2245.222222,0.915555556,NA,NA,NA,206.375,205.375,0.8325,9383.242063,8815.801587,0.939526182,4.455424835,Area.Other.Kharif.Pulses
137,2824,2306,0.82,63.5,15.5,0.29,3.5,1.5,0.45,106,101.5,0.95,163.8571429,198,1.212857143,3102.375,2328.375,0.76875,2.444444444,2.111111111,0.94,184.1111111,169.5555556,0.843333333,NA,NA,NA,555.5,477.875,0.8175,7005.287698,5600.416667,0.799455627,2.728713529,Area.Urad
138,951,530,0.56,148.375,86.5,0.61625,NA,NA,NA,270,258.5,0.955,459.4285714,549.2857143,1.214285714,1149.125,530.25,0.47375,114.6363636,102.5454545,0.89,412.5555556,316.1111111,0.766666667,NA,NA,NA,972.625,771.25,0.80375,4477.745491,3144.44228,0.702237831,5.477865749,Area.Urad
139,482,279,0.58,94.75,52.375,0.61875,NA,NA,NA,50,47.5,0.95,67.6,80.2,1.206,459.5,220,0.4825,66.9,60.6,0.896,122.8888889,94.11111111,0.767777778,NA,NA,NA,1105.625,900,0.8025,2449.263889,1733.786111,0.707880486,3.525659392,Area.Arhar..Tur.
140,593,337,0.57,153.25,96.5,0.57625,NA,NA,NA,525,501.5,0.955,422.1666667,522.8333333,1.223333333,531.125,251.625,0.46125,38.36363636,35.36363636,0.988181818,259.4444444,198.1111111,0.766666667,NA,NA,NA,2087.375,1674.25,0.8025,4609.724747,3617.183081,0.784685264,3.837742302,Area.Arhar..Tur.
141,210,125,0.6,289.875,175.5,0.63375,NA,NA,NA,109.5,104,0.955,120.4285714,144.1428571,1.214285714,89.875,44.625,0.4825,41.14285714,38.57142857,0.957142857,171.8888889,129.4444444,0.766666667,NA,NA,NA,2819.5,2624,0.9175,3852.210317,3385.28373,0.878789955,1.822250037,Area.Arhar..Tur.
142,3296,1913,0.58,1779.75,943,0.5275,1,0,0.1,537,516,0.955,747.5714286,908,1.214285714,1529.125,718.75,0.45875,181.1818182,167,0.887272727,1234.111111,947.7777778,0.766666667,NA,NA,NA,13355.75,10387.125,0.77625,22661.48936,16500.65278,0.72813629,2.604854241,Area.Arhar..Tur.
143,4318,1766,0.41,3654.75,1468.625,0.395,8.75,3,0.3675,550.5,522.5,0.955,835.7142857,1488.714286,1.578571429,704.5,341.625,0.46125,432.5454545,493.3636364,1.099090909,1820.333333,1541,0.841111111,NA,NA,NA,17843.875,13541.25,0.74875,30168.96807,21166.07792,0.701584418,2.560929703,Area.Arhar..Tur.
144,1685,674,0.4,2110.125,998.375,0.50625,3,1,0.33,105.5,99.5,0.95,405.2857143,726.5714286,1.578571429,193.75,89,0.47875,247.9090909,289.7272727,1.104545455,525.7777778,445.2222222,0.852222222,NA,NA,NA,7008.125,5813.875,0.7975,12284.47258,9137.270924,0.74380653,2.649535252,Area.Arhar..Tur.
145,1134,470,0.41,1080.25,668.5,0.53375,3,1,0.33,15,14,0.93,51.16666667,92.5,1.683333333,322.125,143.625,0.45625,107.0909091,125.7272727,1.212727273,59.66666667,51,0.852222222,NA,NA,NA,3861.375,3040.875,0.7775,6633.674242,4607.227273,0.694521182,2.516799705,Area.Arhar..Tur.
146,382,198,0.52,201.625,93,0.43875,4.75,2,0.445,246.5,234.5,0.955,362.2857143,661.2857143,1.751428571,364.875,155.875,0.43875,4879.090909,5597.090909,1.177272727,839.4444444,708.7777778,0.852222222,NA,NA,NA,3092.875,4293.25,1.095,10373.44607,11943.7794,1.151380103,3.111164354,Area.Gram
147,3250,1499,0.46,1500.25,782.75,0.515,3.25,1.25,0.53,805.5,761.5,0.955,1185.714286,2038.857143,1.71,1333.75,821.25,0.60375,1490.545455,1719.909091,1.193636364,63.44444444,53.88888889,0.854444444,NA,NA,NA,1335.75,993.625,0.785,10968.20418,8672.030123,0.790651776,5.823799076,Area.Other.Kharif.Pulses
148,5334,2157,0.4,4091.5,2981.125,0.76375,1,1,1,1646.5,1568.5,0.955,1516.428571,2688.285714,1.748571429,1594,1039,0.63,1109.454545,1318.090909,1.197272727,91,76.22222222,0.86,NA,NA,NA,1272.125,1043,0.80875,16656.00812,12872.22385,0.772827664,4.989547423,Area.Other.Kharif.Pulses
149,24630,17776,0.72,316.375,125.375,0.395,186.5,72.75,0.37,831,789.5,0.955,1471.571429,2330.571429,1.531428571,19039.25,13647.625,0.72875,266.4545455,242.8181818,0.891818182,9607.888889,9089.888889,0.992222222,NA,NA,NA,1513.875,1340,0.87625,57862.91486,45414.5285,0.784864167,3.138481293,Area.Other.Kharif.Pulses
150,7009,5319,0.76,36.28571429,13.71428571,0.444285714,3,1,0.33,907.5,866.5,0.955,1244.857143,1914.857143,1.53,4290.5,2659.125,0.665,45.90909091,42.18181818,0.893636364,9485.333333,7333.444444,0.794444444,NA,NA,NA,276.25,249.625,0.8775,23298.63528,18399.44769,0.789722122,3.393534787,Area.Masoor
151,308,218,0.71,19.125,11.125,0.63625,NA,NA,NA,303.5,290,0.955,262.4285714,407,1.53,289.75,177,0.61125,11.27272727,9.909090909,0.908181818,4200.666667,3204.666667,0.774444444,NA,NA,NA,120.25,109,0.8725,5514.992965,4426.700758,0.802666619,1.689697236,Area.Masoor
152,8300,5128,0.62,89.375,41.25,0.465,2,1,0.5,1040,987.5,0.955,916,1400.714286,1.531428571,8638.5,3245.375,0.385,566.6363636,527.3636364,0.891818182,13749.44444,11631.44444,0.867777778,NA,NA,NA,605.625,527.75,0.875,33907.58081,23490.39737,0.692777155,3.430195467,Area.Masoor
153,2940,1266,0.43,134.625,57.625,0.4275,NA,NA,NA,611,582.5,0.955,742.2857143,830.2857143,1.125714286,3441.875,1533.75,0.4425,156.2727273,145.9090909,0.920909091,21172.44444,17236.66667,0.821111111,NA,NA,NA,1638.625,1349.625,0.82875,30837.12789,23002.36147,0.745930735,2.012911437,Area.Masoor
154,12203,6064,0.5,19.42857143,7.285714286,0.435714286,NA,NA,NA,1661,1583,0.955,2478,2819.571429,1.125714286,10440.375,3975.75,0.37625,1266.545455,1170.545455,0.922727273,26953.77778,20025.88889,0.744444444,NA,NA,NA,7724.125,8117.75,1.045,62746.2518,43763.79149,0.697472602,3.73330304,Area.Masoor
155,22847,12350,0.54,343.875,146.125,0.42875,5,1.333333333,0.276666667,884,836,0.955,1121.428571,1290.285714,1.158571429,23360.375,10847.625,0.4625,2653.636364,2593.272727,0.898181818,10195,8742.444444,0.874444444,NA,NA,NA,3560.75,3295.5,0.92875,64971.06494,40102.58622,0.617237631,3.53683185,Area.Urad
156,23542,12364,0.53,3387.875,1095.375,0.31,21,7,0.36,1307.5,1249,0.955,1359.142857,1497.714286,1.125714286,19464.375,9236.75,0.45375,4530.454545,4159.454545,0.915454545,1076,885.6666667,0.825555556,NA,NA,NA,4748.625,5272.75,1.08625,59436.9724,35767.7105,0.601775445,3.559970175,Area.Other.Kharif.Pulses
157,10059,4103,0.41,190.75,63.5,0.38875,NA,NA,NA,1223,1175.5,0.955,2005.285714,2198.714286,1.132857143,7834.875,3266.25,0.41625,1914,1764.181818,0.922727273,2022.555556,1692.444444,0.842222222,NA,NA,NA,1810.75,1579.375,0.85875,27060.21627,15842.96555,0.585470766,4.087273066,Area.Other.Kharif.Pulses
158,21151,10964,0.52,1187.375,461.25,0.3825,5,2,0.38,2428,2340,0.955,3930.285714,4371.571429,1.125714286,17893,7611.5,0.4275,7210.636364,7038.454545,0.954545455,217.6666667,177,0.825555556,NA,NA,NA,9499.875,8504.125,0.85625,63522.83874,41469.90097,0.652834505,4.326939298,Area.Other.Kharif.Pulses
159,2939,1722,0.59,756.875,500.625,0.655,1,1,1,622,1109,1.785,957.4285714,1595.857143,1.641428571,2304.25,1577.5,0.6825,1196.545455,1519.727273,1.286363636,936.6666667,798,0.857777778,NA,NA,NA,1715.25,1826.875,1.015,11429.01569,10650.58442,0.931889911,6.198022357,Area.Other.Kharif.Pulses
160,3595,2110,0.59,1436.875,979,0.69375,2.5,1,0.3,4087.5,7414.5,1.785,1588.142857,2674.428571,1.645714286,1989.25,1459,0.74625,1753.181818,2225.636364,1.286363636,131.4444444,108.8888889,0.86,NA,NA,NA,2499.375,2604.875,1.01375,17083.26912,19577.32882,1.145994288,6.142225601,Area.Other.Rabi.Pulses
161,5945,4147,0.7,2104.75,1574,0.71625,1,0,0.1,1493,2667.5,1.785,1875,3322.142857,1.675714286,2395.875,1586,0.66625,3822.636364,4669.454545,1.252727273,5,4,0.867777778,NA,NA,NA,4011.125,5228.25,1.4175,21653.38636,23198.3474,1.071349627,5.720735762,Area.Other.Kharif.Pulses
162,4083,3095,0.76,994.375,694.625,0.655,NA,NA,NA,810.5,1446,1.785,813.8571429,1413.857143,1.645714286,2668.625,1921.5,0.74,8452.545455,10204.54545,1.235454545,91.33333333,89.22222222,0.86,NA,NA,NA,4349.375,5217.125,1.20375,22263.61093,24081.87482,1.081669766,4.255707676,Area.Gram
163,9115,4968,0.55,859.2,583,0.668,NA,NA,NA,2351.5,4490,1.9,2751.25,4365,1.5525,7215.2,3638.6,0.506,25158.5,35629.75,1.41625,449.6666667,412.1666667,0.921666667,NA,NA,NA,8726,12821.5,1.463333333,56626.31667,66908.01667,1.181571054,3.736028846,Area.Gram
164,10507,4477,0.43,1235.5,679.125,0.5625,NA,NA,NA,2204,3626,1.645,4676.142857,7774,1.637142857,10716.875,6056.125,0.54875,22752.72727,27452.18182,1.169090909,835.1111111,715.8888889,0.855555556,NA,NA,NA,11617.875,23418.75,1.8075,64545.23124,74199.07071,1.149567044,4.593979926,Area.Gram
165,34492,17763,0.51,843.625,316.375,0.36875,4,1,0.195,53577.5,53442,0.995,47736,74203.28571,1.531428571,21795.625,5690.125,0.33875,59446.72727,59784.36364,0.98,42727.11111,37672.33333,0.896666667,NA,NA,NA,8505,9898,1.16625,269127.5884,258770.4827,0.961516002,5.914272668,Area.Gram
166,73774,30704,0.42,4798.125,1058,0.21375,2,1,0.5,68246.5,67672,1,51722.42857,73803.28571,1.392857143,56266,12361.5,0.2625,56812.81818,50997.27273,0.890909091,31829.44444,22819.77778,0.72,NA,NA,NA,3176,2437.5,0.75625,346627.3162,261854.3362,0.755434797,5.943578145,Area.Other.Kharif.Pulses
167,94139,75110,0.8,4035.125,1822.875,0.425,NA,NA,NA,53684.5,57087.5,1.06,48689.42857,54057.14286,1.058571429,89363.375,43422,0.45125,38138.36364,37640.45455,0.999090909,28844.11111,23531.33333,0.834444444,NA,NA,NA,101.1666667,86.83333333,0.901666667,356995.07,292758.1391,0.820062134,5.222434829,Area.Other.Kharif.Pulses
168,39657,11860,0.3,3060.875,631.125,0.21125,NA,NA,NA,23000.5,14977,0.64,18459,18710.14286,0.998571429,21137.125,5985.25,0.26625,84255.18182,63878.90909,0.748181818,40604.55556,24600.88889,0.634444444,NA,NA,NA,17542.25,14261.25,0.8475,247716.4874,154904.5658,0.62533006,5.133308402,Area.Gram
169,44284,16350,0.37,6132.25,1481.625,0.24375,8,2.5,0.4025,45194,20828,0.485,33767.28571,27813.85714,0.822857143,33553.875,9620.125,0.295,64226,45191.81818,0.706363636,24567.66667,11315.88889,0.486666667,NA,NA,NA,4473.75,3242,0.76375,256206.8274,135845.8142,0.530219337,5.93731399,Area.Gram
170,6817,1716,0.25,1967.75,530.625,0.255,1,1,1,1626,843.5,0.52,1467.571429,1434.428571,0.93,4724,1399.25,0.29375,101145.0909,74380.54545,0.725454545,39661.11111,22847.11111,0.588888889,NA,NA,NA,18584.5,19651.875,1.05625,175994.0234,122804.3351,0.697775599,2.53340873,Area.Gram
171,2084,633,0.3,1124.25,296.75,0.27125,NA,NA,NA,457,253,0.545,346.7142857,293.2857143,0.867142857,1214.375,336.75,0.26875,45794.36364,32087.09091,0.689090909,16060.77778,10143.88889,0.651111111,NA,NA,NA,15530.25,15784.375,1.06375,82611.7307,59828.14051,0.724208778,2.621182202,Area.Gram
172,12959,6364,0.49,2474.125,1549.75,0.5775,NA,NA,NA,1543.5,1446,0.93,1726.571429,1680.571429,0.961428571,8548.5,4441.75,0.5125,45371.90909,48753,1.072727273,1571.888889,1187.666667,0.756666667,NA,NA,NA,20305.625,27179.875,1.3475,94501.11941,92602.6131,0.979910224,3.276155604,Area.Gram
173,9956,4124,0.41,2543,1558.125,0.6225,3,1,0.33,4247,3912.5,0.93,4363.857143,4335.714286,0.984285714,10006.625,4580.5,0.45875,4644.363636,4106.909091,0.885454545,46,30.44444444,0.722222222,NA,NA,NA,10647.375,12406.375,1.11125,46457.22078,35055.56782,0.754577377,5.713641559,Area.Arhar..Tur.
174,1937,880,0.45,238.25,157.75,0.63875,NA,NA,NA,1190,1059,0.93,1629,1572.428571,0.961428571,1297.125,663.5,0.51,14257.45455,14984.45455,1.059090909,103,69.88888889,0.714444444,NA,NA,NA,9162.875,15214.5,1.59875,29814.70455,34601.52201,1.160552235,2.994952563,Area.Gram
175,7639,5340,0.7,3523.571429,2135.714286,0.607142857,NA,NA,NA,4528.5,4198.5,0.93,5013.333333,4702.666667,0.923333333,3612.625,2042.125,0.535,19530.36364,17525.54545,0.897272727,7698.25,5181.875,0.67375,NA,NA,NA,15707.375,23267.875,1.45125,67253.0184,64394.30141,0.957493105,5.53687191,Area.Gram
176,13567,7212,0.53,80.5,39.375,0.54125,3.666666667,1.666666667,0.466666667,3265,3110.5,0.955,3288.285714,3370,1.042857143,9264.25,4860.25,0.52,1908,1838.909091,0.972727273,23385,21256.22222,0.896666667,NA,NA,NA,4450.625,4341.375,0.97,59212.32738,46030.29798,0.777376942,4.068929927,Area.Masoor
177,2454,988,0.4,586.875,329.5,0.53625,NA,NA,NA,2403.5,2289,0.955,2932.142857,3016.571429,1.061428571,3239.25,1403.125,0.455,2160.636364,2219.727273,0.989090909,2443.222222,2073.444444,0.857777778,NA,NA,NA,2704.25,3041,1.14,18923.87644,15360.36815,0.811692477,7.281058994,Area.Urad
178,3163,857,0.27,260.375,157,0.535,NA,NA,NA,4641,4419.5,0.955,4890.857143,4909.142857,1.025714286,3272.25,1359.75,0.41875,1496.090909,1474,0.992727273,292.8888889,257.8888889,0.903333333,NA,NA,NA,3194.75,3302.875,1.05,21211.21194,16737.15675,0.789071214,5.711773247,Area.Peas...Beans..Pulses.
179,10283,5855,0.57,1026.625,594.5,0.54125,NA,NA,NA,10160,9673.5,0.955,9431.571429,9777.428571,1.05,9312.75,5236.875,0.5625,6966.454545,6983.818182,1,5267.222222,5017,0.948888889,NA,NA,NA,8772.375,13331.5,1.485,61219.9982,56469.62175,0.922404825,6.954298255,Area.Other.Kharif.Pulses
180,1695,924,0.55,35.14285714,14.85714286,0.477142857,NA,NA,NA,1368,1300.5,0.955,1617,1747,1.117142857,1590.875,708.25,0.425,1197.363636,794.5454545,0.781818182,46848.55556,37626.55556,0.806666667,NA,NA,NA,5031.125,2885.375,0.5825,59383.06205,46001.08315,0.774649901,1.580312646,Area.Masoor
181,332,186,0.56,19.71428571,12.57142857,0.642857143,11,4,0.36,134,127.5,0.955,194.2857143,217.2857143,1.118571429,521.375,208.75,0.40875,377.7272727,262.3636364,0.781818182,23060,16202.22222,0.703333333,NA,NA,NA,3415.375,2039.875,0.5825,28065.47727,19260.568,0.686272598,1.447899819,Area.Masoor
182,1458,818,0.56,7.5,4.333333333,0.45,2.5,1,0.415,1671.5,1591,0.955,1955.714286,2142.714286,1.118571429,1833.625,689.875,0.39375,794.0909091,565.5454545,0.765454545,25664.88889,22597.44444,0.887777778,NA,NA,NA,7127.375,3798.875,0.54,40515.19408,32208.78752,0.794980457,2.272816343,Area.Masoor
183,418,229,0.55,49.5,29.25,0.54375,1,0.5,0.5,3484,3318,0.955,4009.714286,4434,1.117142857,664.5,292.75,0.42875,3972.272727,2894.909091,0.779090909,14863.11111,11809.22222,0.798888889,NA,NA,NA,6459.125,3560.625,0.555,33921.22312,26568.25631,0.783234031,3.74504122,Area.Masoor
184,535,300,0.56,15.75,7.75,0.39,NA,NA,NA,3610,3441,0.955,4274.571429,4683.714286,1.085714286,472.875,202.875,0.44125,862.7272727,781.4545455,0.8,4457.888889,3511.777778,0.786666667,NA,NA,NA,3594.125,2005.75,0.5675,17822.93759,14934.32161,0.837927055,4.860936554,Area.Masoor
185,584,310,0.53,44.125,27.625,0.61625,NA,NA,NA,5637,5378,0.955,6282.142857,6319,1.024285714,321.125,170.5,0.48375,2555.090909,2069.272727,0.797272727,1844.666667,1437.111111,0.773333333,NA,NA,NA,6218.625,4073.625,0.645,23486.77543,19785.13384,0.842394644,4.585830628,Area.Peas...Beans..Pulses.
186,62,35,0.56,2,1,0.5,NA,NA,NA,3201.5,3046,0.955,3903.571429,4103.714286,1.061428571,21.5,9,0.42875,612.2727273,487.9090909,0.792727273,1309.777778,1029.666667,0.783333333,NA,NA,NA,3046.5,1845.625,0.615,12159.12193,10557.91504,0.868312293,4.010603617,Area.Peas...Beans..Pulses.
187,161,85,0.53,68.25,40.625,0.58375,NA,NA,NA,1255.5,1198,0.955,1323.571429,1683.571429,1.265714286,78.875,41.75,0.525,68.09090909,57.90909091,0.836363636,11325,8322.888889,0.731111111,NA,NA,NA,1002.375,650.5,0.62,15282.66234,12080.24441,0.790454185,1.760988281,Area.Masoor
188,79,41,0.52,42.375,29.125,0.56875,NA,NA,NA,2321,2207,0.955,2827.714286,3593.571429,1.264285714,49.375,22.125,0.475,1008.181818,851.5454545,0.838181818,2239,1792.888889,0.777777778,NA,NA,NA,8003.875,5098.375,0.60875,16570.5211,13635.63077,0.82288485,3.288998078,Area.Arhar..Tur.
189,738,376,0.51,152.875,96.125,0.59875,2.5,1,0.415,495.5,472,0.955,631.5714286,802,1.264285714,261.625,136.375,0.535,19.63636364,16.90909091,0.868181818,3483.333333,2645.222222,0.75,NA,NA,NA,1014.125,623.125,0.62,6799.166126,5168.756313,0.760204445,3.200695389,Area.Masoor
190,208,112,0.54,112.5714286,68.71428571,0.642857143,8,3,0.38,1816,1727,0.955,2317.571429,2942.857143,1.264285714,14.14285714,6.285714286,0.48,217.3636364,183.4545455,0.837272727,848.6666667,654.8888889,0.754444444,NA,NA,NA,7733.75,5093,0.62625,13276.06602,10791.20058,0.812831193,2.543215914,Area.Arhar..Tur.
191,520,281,0.54,64.375,41.5,0.61625,NA,NA,NA,7092,8576,1.19,8289.428571,9915.285714,1.198571429,383.875,189.125,0.495,4131.454545,4466.636364,1.095454545,147,154.3333333,1.057777778,NA,NA,NA,10207.875,8195.375,0.78125,30836.00812,31819.25541,1.031886335,3.949994519,Area.Arhar..Tur.
192,93,50,0.54,66.125,43.125,0.60875,NA,NA,NA,1900.5,2255,1.19,1977.571429,2340.142857,1.185714286,40.25,18.75,0.4775,1411.727273,1534.545455,1.095454545,484.4444444,526.2222222,1.058888889,NA,NA,NA,2974.5,2338.625,0.71125,8948.118146,9106.410534,1.01769002,4.301851506,Area.Arhar..Tur.
193,316,166,0.53,223.75,145.5,0.645,NA,NA,NA,3089,3712,1.19,2502.714286,2970.142857,1.185714286,18.875,9.75,0.5175,4061.909091,4329.363636,1.046363636,18942,20063,1.058888889,NA,NA,NA,6659.125,5473.5,0.7825,35813.37338,36869.25649,1.029482928,2.944451419,Area.Masoor
194,5965,4080,0.68,654.5,475,0.6575,NA,NA,NA,5459,7607,1.365,6277.714286,7402.428571,1.185714286,6146.25,3676.75,0.60375,6315.818182,6406.181818,0.994545455,127.6666667,98.33333333,0.778888889,NA,NA,NA,10710,11146.125,0.93125,41655.94913,40891.81872,0.981656152,5.830582153,Area.Arhar..Tur.
195,1942,1175,0.61,325.875,215.5,0.61375,1,0,0.1,5031.5,6032,1.365,4784.714286,5544,1.181428571,1366.375,823.125,0.6,4699.090909,4358.181818,0.920909091,13896.77778,13270.77778,0.965555556,NA,NA,NA,6927.125,7352.25,0.9875,38974.45797,38770.8346,0.994775466,4.789694516,Area.Masoor
